BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	1316485.00	1312300.32	4184	correct	no	2	13_subj-nichtnur-no_trgt5_bring.png	only
2	1356128.00	1353647.91	2480	correct	no	2	20_obj-nichtnur-no_trgt6_win.png	only
4	1367399.00	1363664.01	3734	correct	yes	4	9_filler-yes_Trgt-6_find.png	filler
4	1377193.00	1372746.81	4446	incorrect	no	2	10_filler-no_Trgt-3_find.png	filler
2	1386654.00	1384446.12	2207	correct	no	2	14_most-no-sfof_trgt5_bring.png	most
4	1395062.00	1391279.06	3782	correct	yes	4	19_most-yes-stot_trgt5_win.png	most
4	1402719.00	1399745.24	2973	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	1413569.00	1411094.57	2474	incorrect	yes	4	2_most-yes-sfot_trgt5_eat.png	most
4	1422712.00	1421277.32	1434	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	1429511.00	1427210.32	2300	correct	no	2	12_filler-no_Trgt-6_catch.png	filler
4	1439631.00	1436443.12	3187	correct	yes	4	7_most-yes-stot_trgt6_collect.png	most
2	1446705.00	1443809.35	2895	correct	no	2	4_filler-no_Trgt-4_break.png	filler
4	1454980.00	1451808.88	3171	correct	yes	4	11_most-yes-stot_trgt5_catch.png	most
4	1460712.00	1459308.44	1403	correct	yes	4	23_most-yes-stot_trgt4_steal.png	most
4	1468567.00	1464908.12	3658	correct	yes	4	15_filler-yes_Trgt-6_paint.png	filler
4	1477557.00	1473324.29	4232	correct	yes	4	19_filler-yes_Trgt-4_win.png	filler
2	1488179.00	1483940.36	4238	correct	no	2	9_subj-nichtnur-no_trgt6_find.png	only
4	1499813.00	1497722.90	2090	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
2	1507781.00	1504705.81	3075	incorrect	yes	4	"22_most-yes-sfot_trgt4_throw away.png"	most
2	1517953.00	1515338.53	2614	correct	no	2	"22_filler-no_Trgt-4_throw away.png"	filler
2	1528139.00	1524204.68	3934	incorrect	yes	4	17_most-yes-stot_trgt3_take.png	only
4	1535143.00	1533020.83	2122	correct	yes	4	13_most-yes-stot_trgt5_bring.png	only
4	1542874.00	1539970.42	2903	incorrect	no	2	"21_filler-no_Trgt-4_throw away.png"	filler
2	1552373.00	1549336.56	3036	correct	no	2	20_filler-no_Trgt-3_win.png	filler
4	1563232.00	1560452.58	2779	correct	yes	4	24_most-yes-sfot_trgt4_steal.png	only
