BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
2	827047.00	823935.67	3111	correct	no	2	8_filler-no_Trgt-6_collect.png	filler
4	832704.00	831868.64	835	correct	yes	4	3_most-yes-stot_trgt3_break.png	only
4	839464.00	837268.37	2195	correct	yes	4	20_filler-yes_Trgt-3_win.png	filler
4	845610.00	843734.74	1875	correct	yes	4	9_most-yes-stot_trgt6_find.png	most
2	884584.00	882666.19	1917	incorrect	yes	4	9_filler-yes_Trgt-6_find.png	filler
4	891997.00	889582.54	2414	correct	yes	4	6_filler-yes_Trgt-4_buy.png	filler
2	898701.00	896398.87	2302	correct	no	2	9_most-no-sfof_trgt6_find.png	most
4	908024.00	905148.45	2875	correct	yes	4	7_most-yes-stot_trgt6_collect.png	only
2	914747.00	913064.73	1682	correct	no	2	13_filler-no_Trgt-5_bring.png	filler
2	921547.00	919164.43	2382	incorrect	yes	4	24_most-yes-sfot_trgt4_steal.png	most
2	931473.00	928130.68	3342	correct	no	2	"22_obj-nichtnur-no_trgt4_throw away.png"	only
4	938277.00	936680.27	1596	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
4	944281.00	942646.64	1634	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
2	950294.00	948946.33	1347	correct	no	2	18_obj-nichtnur-no_trgt3_take.png	only
2	957117.00	954729.38	2387	correct	no	2	9_filler-no_Trgt-6_find.png	filler
2	963242.00	961895.72	1346	correct	no	2	15_subj-nichtnur-no_trgt6_paint.png	only
2	970116.00	967862.09	2253	incorrect	yes	4	20_most-yes-sfot_trgt6_win.png	most
4	977751.00	975145.07	2605	incorrect	no	2	5_filler-no_Trgt-6_buy.png	filler
2	984850.00	982461.38	2388	correct	no	2	11_filler-no_Trgt-5_catch.png	filler
2	991122.00	989377.72	1744	incorrect	yes	4	12_most-yes-sfot_trgt3_catch.png	most
2	998856.00	996110.73	2745	correct	no	2	11_subj-nichtnur-no_trgt5_catch.png	only
4	1007849.00	1003993.69	3855	correct	yes	4	17_filler-yes_Trgt-6_take.png	filler
4	1014121.00	1012309.95	1811	correct	yes	4	12_filler-yes_Trgt-6_catch.png	filler
2	1020171.00	1018243.01	1927	correct	no	2	24_most-no-sfof_trgt4_steal.png	most
4	1026821.00	1024626.04	2194	correct	yes	4	10_most-yes-sfot_trgt3_find.png	only
4	1033526.00	1030892.40	2633	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	1039514.00	1038075.39	1438	correct	no	2	2_obj-nichtnur-no_trgt5_eat.png	only
2	1045933.00	1043641.77	2291	correct	no	2	"21_filler-no_Trgt-4_throw away.png"	filler
2	1092725.00	1091122.83	1602	correct	no	2	14_obj-nichtnur-no_trgt5_bring.png	only
4	1099198.00	1097289.20	1908	correct	yes	4	11_most-yes-stot_trgt5_catch.png	only
4	1105096.00	1103788.88	1307	correct	yes	4	13_filler-yes_Trgt-5_bring.png	filler
4	1111796.00	1109821.92	1974	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
2	1118754.00	1116838.25	1915	correct	no	2	16_most-no-sfof_trgt5_paint.png	most
4	1125399.00	1123487.93	1911	correct	yes	4	17_most-yes-stot_trgt3_take.png	most
2	1133239.00	1129870.96	3368	correct	no	2	18_filler-no_Trgt-5_take.png	filler
4	1138529.00	1137837.24	691	correct	yes	4	23_most-yes-stot_trgt4_steal.png	only
2	1144759.00	1143336.99	1422	correct	no	2	10_obj-nichtnur-no_trgt3_find.png	only
4	1150818.00	1149320.03	1497	correct	yes	4	"22_filler-yes_Trgt-4_throw away.png"	filler
2	1158171.00	1155753.05	2417	correct	no	2	2_filler-no_Trgt-5_eat.png	filler
4	1165486.00	1163502.67	1983	correct	yes	4	5_most-yes-stot_trgt3_buy.png	most
4	1171227.00	1170002.36	1224	correct	yes	4	19_most-yes-stot_trgt5_win.png	only
4	1177627.00	1175585.43	2041	correct	yes	4	14_filler-yes_Trgt-3_bring.png	filler
2	1184687.00	1181985.11	2701	incorrect	yes	4	4_most-yes-sfot_trgt4_break.png	most
2	1191613.00	1189534.77	2078	correct	no	2	3_subj-nichtnur-no_trgt3_break.png	only
4	1198284.00	1196167.77	2116	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
4	1204144.00	1202684.13	1459	correct	yes	4	23_filler-yes_Trgt-5_steal.png	filler
4	1210684.00	1209000.50	1683	correct	yes	4	"22_most-yes-sfot_trgt4_throw away.png"	only
4	1218040.00	1216150.14	1889	correct	yes	4	13_most-yes-stot_trgt5_bring.png	most
2	1224868.00	1222916.48	1951	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
4	1231901.00	1229966.14	1934	correct	yes	4	6_most-yes-sfot_trgt4_buy.png	only
2	1238521.00	1236949.14	1571	correct	no	2	"22_filler-no_Trgt-4_throw away.png"	filler
4	1247121.00	1243182.16	3938	incorrect	no	2	19_subj-nichtnur-no_trgt5_win.png	only
