BUTTON_PRESSED	BUTTON_PRESS_TIME	DISPLAY_ON_TIME	RESPONSE_TIME	RESPONSE_ACCURACY	correct	correctbutton	pic	particle
4	831022.00	828030.81	2991	correct	yes	4	"21_most-yes-stot_trgt4_throw away.png"	most
4	869779.00	867462.25	2316	correct	yes	4	6_filler-yes_Trgt-4_buy.png	filler
2	877495.00	875228.52	2266	correct	no	2	5_most-no-sfof_trgt3_buy.png	most
4	885223.00	882444.86	2778	correct	yes	4	5_filler-yes_Trgt-6_buy.png	filler
2	894310.00	890944.45	3365	correct	no	2	9_most-no-sfof_trgt6_find.png	most
4	902159.00	899877.36	2281	correct	yes	4	7_filler-yes_Trgt-3_collect.png	filler
2	908899.00	906610.36	2288	correct	no	2	7_filler-no_Trgt-3_collect.png	filler
4	916740.00	914359.99	2380	correct	yes	4	2_most-yes-sfot_trgt5_eat.png	only
2	926205.00	923376.22	2828	incorrect	yes	4	16_most-yes-sfot_trgt5_paint.png	most
4	933090.00	931175.85	1914	correct	yes	4	1_filler-yes_Trgt-3_eat.png	filler
2	940085.00	938058.85	2026	correct	no	2	23_subj-nichtnur-no_trgt4_steal.png	only
4	948087.00	946125.11	1961	correct	yes	4	11_filler-yes_Trgt-5_catch.png	filler
2	955541.00	953141.45	2399	correct	no	2	24_filler-no_Trgt-4_steal.png	filler
4	964446.00	961474.38	2971	correct	yes	4	"22_most-yes-sfot_trgt4_throw away.png"	only
2	972702.00	969873.98	2828	correct	no	2	"21_most-no-sfof_trgt4_throw away.png"	most
2	980385.00	977906.94	2478	correct	no	2	16_filler-no_Trgt-5_paint.png	filler
2	986821.00	985423.23	1397	correct	no	2	1_filler-no_Trgt-3_eat.png	filler
4	993714.00	991806.25	1907	correct	yes	4	3_most-yes-stot_trgt3_break.png	only
2	1004022.00	999972.52	4049	incorrect	yes	4	8_most-yes-sfot_trgt6_collect.png	most
4	1013924.00	1009705.39	4218	correct	yes	4	18_filler-yes_Trgt-5_take.png	filler
4	1022448.00	1020404.87	2043	correct	yes	4	16_filler-yes_Trgt-5_paint.png	filler
2	1032135.00	1027087.89	5047	correct	no	2	11_subj-nichtnur-no_trgt5_catch.png	only
2	1040695.00	1037387.40	3307	correct	no	2	24_most-no-sfof_trgt4_steal.png	most
2	1047557.00	1045653.66	1903	correct	no	2	20_filler-no_Trgt-3_win.png	filler
2	1054643.00	1052153.36	2489	correct	no	2	6_filler-no_Trgt-4_buy.png	filler
2	1087700.00	1085468.42	2231	correct	no	2	15_subj-nichtnur-no_trgt6_paint.png	only
2	1096605.00	1092768.06	3836	correct	no	2	4_most-no-sfof_trgt4_break.png	most
4	1104976.00	1102300.95	2675	correct	yes	4	8_filler-yes_Trgt-6_collect.png	filler
2	1112781.00	1111017.19	1763	correct	no	2	19_filler-no_Trgt-4_win.png	filler
4	1118677.00	1117633.54	1043	correct	yes	4	11_most-yes-stot_trgt5_catch.png	only
2	1124712.00	1123116.61	1595	correct	no	2	"22_obj-nichtnur-no_trgt4_throw away.png"	only
2	1130927.00	1128966.32	1960	correct	no	2	13_filler-no_Trgt-5_bring.png	filler
4	1138170.00	1135532.66	2637	correct	yes	4	2_filler-yes_Trgt-5_eat.png	filler
2	1145121.00	1142415.67	2705	correct	no	2	3_subj-nichtnur-no_trgt3_break.png	only
2	1151616.00	1150198.63	1417	correct	no	2	7_subj-nichtnur-no_trgt6_collect.png	only
4	1160210.00	1156465.00	3744	correct	yes	4	17_filler-yes_Trgt-6_take.png	filler
4	1168901.00	1166881.15	2019	correct	yes	4	10_filler-yes_Trgt-3_find.png	filler
2	1176948.00	1174347.46	2600	correct	no	2	18_obj-nichtnur-no_trgt3_take.png	only
2	1186765.00	1181930.43	4834	correct	no	2	14_filler-no_Trgt-3_bring.png	filler
4	1194202.00	1191796.63	2405	correct	yes	4	13_most-yes-stot_trgt5_bring.png	most
2	1202547.00	1200429.53	2117	correct	no	2	16_most-no-sfof_trgt5_paint.png	most
2	1210553.00	1207145.90	3407	correct	no	2	11_filler-no_Trgt-5_catch.png	filler
4	1217673.00	1215795.47	1877	correct	yes	4	3_filler-yes_Trgt-3_break.png	filler
2	1226048.00	1222545.15	3502	correct	no	2	8_most-no-sfof_trgt6_collect.png	most
2	1232306.00	1230844.74	1461	correct	no	2	10_obj-nichtnur-no_trgt3_find.png	only
2	1240081.00	1237377.77	2703	correct	no	2	17_filler-no_Trgt-6_take.png	filler
2	1246007.00	1245144.07	862	incorrect	yes	4	23_most-yes-stot_trgt4_steal.png	only
2	1257141.00	1253860.29	3280	correct	no	2	15_filler-no_Trgt-6_paint.png	filler
4	1263709.00	1261709.92	1999	correct	yes	4	14_most-yes-sfot_trgt5_bring.png	only
