"","subject","correct_judgment","button_expected","pic_file","trial","button_pressed","button_press_time","display_on_time","rt","response_accuracy","particle","version","sentence","logRT","foc","congruence"
"901","v2p1","yes","4","24_most-yes-sfot_trgt4_steal.png","11","2","312592.00","308972.09",3619,"incorrect","most","2","Najwięcej osioł ukradł łyżek.",8.19395302356374,"obj","congruent"
"902","v2p1","yes","4","3_filler-yes_Trgt-3_break.png","29","4","455396.00","453547.02",1848,"correct","filler","2","Prosiaczek popsuł parę pompek.",7.52185925220163,"obj","congruent"
"903","v2p1","yes","4","3_most-yes-stot_trgt3_break.png","60","4","762532.00","759879.21",2652,"correct","only","2","Kalkulatory zepsuł nie tylko królik.",7.88306935130575,"subj","congruent"
"904","v2p1","yes","4","4_filler-yes_Trgt-4_break.png","40","4","568457.00","567273.73",1183,"correct","filler","2","Osioł popsuł kilka suszarek.",7.07580886397839,"obj","congruent"
"905","v2p1","yes","4","4_most-yes-sfot_trgt4_break.png","48","2","618578.00","616170.89",2407,"incorrect","most","2","Najwięcej miś popsuł kostek.",7.78613643778307,"obj","congruent"
"906","v2p1","yes","4","5_filler-yes_Trgt-6_buy.png","75","4","858156.00","856690.25",1465,"correct","filler","2","Królik kupił dużo butelek.",7.28961052145117,"obj","congruent"
"907","v2p1","yes","4","5_most-yes-stot_trgt3_buy.png","70","4","828088.00","826092.04",1995,"correct","most","2","Najwięcej papryk kupił pies.",7.59839932932396,"subj","congruent"
"908","v2p1","yes","4","6_filler-yes_Trgt-4_buy.png","33","4","523309.00","521559.74",1749,"correct","filler","2","Królik kupił kilka hotdogów.",7.4667994750186,"obj","congruent"
"909","v2p1","yes","4","6_most-yes-sfot_trgt4_buy.png","98","4","1033605.00","1031063.45",2541,"correct","only","2","Osioł kupił nie tylko ręczniki.",7.84031298332016,"obj","congruent"
"910","v2p1","yes","4","7_filler-yes_Trgt-3_collect.png","100","2","1046691.00","1043379.38",3311,"incorrect","filler","2","Miś zebrał parę róż.",8.10500553754725,"obj","congruent"
"911","v2p1","yes","4","7_most-yes-stot_trgt6_collect.png","102","4","1059729.00","1057728.55",2000,"correct","only","2","Truskawki zebrał nie tylko pies.",7.60090245954208,"subj","congruent"
"912","v2p1","yes","4","8_filler-yes_Trgt-6_collect.png","81","4","930515.00","927269.49",3245,"correct","filler","2","Miś zebrał dużo znaczków.",8.08487062913819,"obj","congruent"
"913","v2p1","yes","4","8_most-yes-sfot_trgt6_collect.png","9","2","289616.00","286990.04",2625,"incorrect","most","2","Najwięcej lew zebrał liści.",7.87283617502572,"obj","congruent"
"914","v2p1","yes","4","9_filler-yes_Trgt-6_find.png","13","4","336162.00","332687.37",3474,"correct","filler","2","Osioł znalazł sześć zapalniczek.",8.15306194680105,"obj","congruent"
"915","v2p1","yes","4","9_most-yes-stot_trgt6_find.png","54","4","664428.00","662301.55",2126,"correct","most","2","Najwięcej guzików znalazł prosiaczek.",7.66199755890189,"subj","congruent"
"916","v2p1","yes","4","practice_1.png","5","4","224294.00","220610.54",3683,"correct","practice","2","Lew zjadł dużo kiełbasek.",8.21148291644507,"obj","congruent"
"917","v2p1","yes","4","practice_2.png","4","4","213746.00","211011.12",2734,"correct","practice","2","Prosiaczek wypił mało herbaty.",7.91352101728389,"obj","congruent"
"918","v2p1","yes","4","practice_3.png","6","4","230771.00","228143.45",2627,"correct","practice","2","Miś przyniósł dwa kasztany.",7.87359778968554,"obj","congruent"
"919","v2p2","no","2","1_filler-no_Trgt-3_eat.png","22","2","603597.00","600194.29",3402,"correct","filler","2","Miś zjadł parę arbuzów.",8.13211877295581,"obj","incongruent"
"920","v2p2","no","2","1_most-no-sfof_trgt6_eat.png","74","2","1170431.00","1167561.47",2869,"correct","most","2","Najwięcej rogalików zjadł pies.",7.96171881598136,"subj","incongruent"
"921","v2p2","no","2","10_filler-no_Trgt-3_find.png","46","4","864815.00","862545.79",2269,"incorrect","filler","2","Miś znalazł cztery wieszaki.",7.72709448477984,"obj","incongruent"
"923","v2p2","no","2","11_filler-no_Trgt-5_catch.png","60","2","1049093.00","1045718.53",3374,"correct","filler","2","Pies złapał kilka żabek.",8.12385426310591,"obj","incongruent"
"924","v2p2","no","2","11_subj-nichtnur-no_trgt5_catch.png","26","2","636885.00","634892.27",1992,"correct","only","2","Motyle złapał nie tylko pies.",7.59689443814454,"subj","incongruent"
"925","v2p2","no","2","12_filler-no_Trgt-6_catch.png","89","2","1329320.00","1326835.59",2484,"correct","filler","2","Osioł złapał cztery pająki.",7.81762544305337,"obj","incongruent"
"926","v2p2","no","2","12_most-no-sfof_trgt3_catch.png","100","2","1426737.00","1422980.06",3756,"correct","most","2","Najwięcej prosiaczek złapał piłek.",8.23110984032815,"obj","incongruent"
"927","v2p2","no","2","13_filler-no_Trgt-5_bring.png","32","2","725809.00","723720.47",2088,"correct","filler","2","Pies przyniósł trzy linijki.",7.64396194900253,"obj","incongruent"
"928","v2p2","no","2","13_most-no-sfof_trgt5_bring.png","83","2","1282924.00","1279721.66",3202,"correct","most","2","Najwięcej gwoździ przyniósł lew.",8.07153089355666,"subj","incongruent"
"929","v2p2","no","2","14_filler-no_Trgt-3_bring.png","69","2","1126679.00","1124530.64",2148,"correct","filler","2","Lew przyniósł pięć siekierek.",7.67229245562876,"obj","incongruent"
"930","v2p2","no","2","14_obj-nichtnur-no_trgt5_bring.png","84","2","1289371.00","1287971.19",1399,"correct","only","2","Miś przyniósł nie tylko ołówki.",7.24351297466548,"obj","incongruent"
"931","v2p2","no","2","15_filler-no_Trgt-6_paint.png","75","2","1178152.00","1175227.70",2924,"correct","filler","2","Prosiaczek namalował pięć krzyżyków.",7.98070782086967,"obj","incongruent"
"932","v2p2","no","2","15_subj-nichtnur-no_trgt6_paint.png","40","2","796247.00","791599.88",4647,"correct","only","2","Słonka namalował nie tylko prosiaczek.",8.44397712908498,"subj","incongruent"
"933","v2p2","no","2","16_filler-no_Trgt-5_paint.png","76","2","1186630.00","1183360.58",3269,"correct","filler","2","Osioł namalował cztery drzewka.",8.09223940672421,"obj","incongruent"
"934","v2p2","no","2","16_most-no-sfof_trgt5_paint.png","37","2","769932.00","766118.02",3813,"correct","most","2","Najwięcej miś namalował trójkątów.",8.24617155985756,"obj","incongruent"
"935","v2p2","no","2","17_filler-no_Trgt-6_take.png","9","2","496968.00","493633.77",3334,"correct","filler","2","Królik zabrał cztery świeczki.",8.11192806331074,"obj","incongruent"
"936","v2p2","no","2","17_most-no-sfof_trgt3_take.png","30","2","674124.00","671823.47",2300,"correct","most","2","Najwięcej pudełek zabrał pies.",7.74066440191724,"subj","incongruent"
"937","v2p2","no","2","18_filler-no_Trgt-5_take.png","70","2","1138096.00","1132546.84",5549,"correct","filler","2","Królik zabrał sześć markerów.",8.6213730103259,"obj","incongruent"
"938","v2p2","no","2","18_obj-nichtnur-no_trgt3_take.png","87","2","1312650.00","1309853.24",2796,"correct","only","2","Prosiaczek zabrał nie tylko książki.",7.9359451033537,"obj","incongruent"
"939","v2p2","no","2","19_filler-no_Trgt-4_win.png","44","2","834630.00","832630.85",1999,"correct","filler","2","Miś wygrał trzy pisanki.",7.6004023345004,"obj","incongruent"
"940","v2p2","no","2","19_subj-nichtnur-no_trgt5_win.png","24","2","620157.00","617559.94",2597,"correct","only","2","Lizaki wygrał nie tylko miś.",7.86211221166275,"subj","incongruent"
"941","v2p2","no","2","2_filler-no_Trgt-5_eat.png","50","2","900775.00","898043.73",2731,"correct","filler","2","Miś zjadł kilka jabłek.",7.91242312147371,"obj","incongruent"
"942","v2p2","no","2","2_obj-nichtnur-no_trgt5_eat.png","66","2","1105064.00","1102915.21",2148,"correct","only","2","Prosiaczek zjadł nie tylko ziemniaki.",7.67229245562876,"obj","incongruent"
"943","v2p2","no","2","20_filler-no_Trgt-3_win.png","18","2","568935.00","566712.87",2222,"correct","filler","2","Miś wygrał sześć medali.",7.70616297019958,"obj","incongruent"
"944","v2p2","no","2","20_most-no-sfof_trgt6_win.png","96","2","1392353.00","1387815.42",4537,"correct","most","2","Najwięcej lew wygrał gwiazdek.",8.42002127966396,"obj","incongruent"
"945","v2p2","no","2","21_filler-no_Trgt-4_throw away.png","102","2","1443976.00","1441912.29",2063,"correct","filler","2","Osioł wyrzucił pięć smoczków.",7.63191651307125,"obj","incongruent"
"946","v2p2","no","2","21_most-no-sfof_trgt4_throw away.png","98","2","1411472.00","1408247.57",3224,"correct","most","2","Najwięcej czapek wyrzucił prosiaczek.",8.07837810362652,"subj","incongruent"
"947","v2p2","no","2","22_filler-no_Trgt-4_throw away.png","80","2","1256723.00","1255556.40",1166,"correct","filler","2","Pies wyrzucił sześć szminek.",7.06133436691044,"obj","incongruent"
"948","v2p2","no","2","22_obj-nichtnur-no_trgt4_throw away.png","16","2","553406.00","550063.85",3342,"correct","only","2","Miś wyrzucił nie tylko misie.",8.11432470915534,"obj","incongruent"
"949","v2p2","no","2","23_filler-no_Trgt-5_steal.png","90","2","1336281.00","1334685.15",1595,"correct","filler","2","Lew ukradł trzy talerze.",7.37462901521894,"obj","incongruent"
"950","v2p2","no","2","23_subj-nichtnur-no_trgt4_steal.png","88","2","1321743.00","1317436.16",4306,"correct","only","2","Cytryny ukradł nie tylko lew.",8.36776467792431,"subj","incongruent"
"951","v2p2","no","2","24_filler-no_Trgt-4_steal.png","57","2","1021922.00","1019103.41",2818,"correct","filler","2","Prosiaczek ukradł sześć kapeluszy.",7.94378269245863,"obj","incongruent"
"952","v2p2","no","2","24_most-no-sfof_trgt4_steal.png","23","2","612054.00","610093.70",1960,"correct","most","2","Najwięcej królik ukradł noży.",7.58069975222456,"obj","incongruent"
"953","v2p2","no","2","3_filler-no_Trgt-3_break.png","86","2","1303687.00","1301670.40",2016,"correct","filler","2","Osioł popsuł parę zegarów.",7.60887062919126,"obj","incongruent"
"954","v2p2","no","2","3_subj-nichtnur-no_trgt3_break.png","81","2","1265568.00","1262006.03",3561,"correct","only","2","Telefony popsuł nie tylko osioł.",8.17779668327778,"subj","incongruent"
"955","v2p2","no","2","4_filler-no_Trgt-4_break.png","41","2","804093.00","801199.32",2893,"correct","filler","2","Pies popsuł kilka suszarek.",7.97004930497614,"obj","incongruent"
"956","v2p2","no","2","4_most-no-sfof_trgt4_break.png","77","2","1194162.00","1191643.43",2518,"correct","most","2","Najwięcej osioł popsuł zszywaczy.",7.83122021460429,"obj","incongruent"
"957","v2p2","no","2","5_filler-no_Trgt-6_buy.png","82","2","1273719.00","1270388.85",3330,"correct","filler","2","Lew kupił kilka butelek.",8.11072758297449,"obj","incongruent"
"958","v2p2","no","2","5_most-no-sfof_trgt3_buy.png","14","2","534467.00","532414.88",2052,"correct","most","2","Najwięcej pomidorów kupił królik.",7.62657020629066,"subj","incongruent"
"959","v2p2","no","2","6_filler-no_Trgt-4_buy.png","31","2","718854.00","716870.86",1983,"correct","filler","2","Prosiaczek kupił kilka hotdogów.",7.5923661285198,"obj","incongruent"
"960","v2p2","no","2","6_obj-nichtnur-no_trgt4_buy.png","51","4","914365.00","907276.53",7088,"incorrect","only","2","Osioł kupił nie tylko szczoteczki.",8.86615849228492,"obj","incongruent"
"961","v2p2","no","2","7_filler-no_Trgt-3_collect.png","54","2","943461.00","940224.63",3236,"correct","filler","2","Lew zebrał parę róż.",8.08209327817838,"obj","incongruent"
"962","v2p2","no","2","7_subj-nichtnur-no_trgt6_collect.png","48","2","884907.00","881511.36",3395,"correct","only","2","Grzyby zebrał nie tylko lew.",8.1300590399928,"subj","incongruent"
"963","v2p2","no","2","8_filler-no_Trgt-6_collect.png","97","2","1402631.00","1398598.12",4032,"correct","filler","2","Prosiaczek zebrał kilka znaczków.",8.3020178097512,"obj","incongruent"
"964","v2p2","no","2","8_most-no-sfof_trgt6_collect.png","78","2","1201772.00","1199109.66",2662,"correct","most","2","Najwięcej miś zebrał kamieni.",7.88683299895506,"obj","incongruent"
"965","v2p2","no","2","9_filler-no_Trgt-6_find.png","28","2","654433.00","652041.29",2391,"correct","filler","2","Królik znalazł trzy cygara.",7.77946696745832,"obj","incongruent"
"966","v2p2","no","2","9_most-no-sfof_trgt6_find.png","38","2","778121.00","775034.17",3086,"correct","most","2","Najwięcej kluczy znalazł osioł.",8.03463103292311,"subj","incongruent"
"967","v2p2","no","2","practice_4.png","4","2","292779.00","285479.14",7299,"correct","practice","2","Pies znalazł siedem kul.",8.89549263145163,"obj","incongruent"
"968","v2p2","no","2","practice_5.png","5","2","302715.00","298811.72",3903,"correct","practice","2","Osioł namalował wiele ludzików.",8.26950076718061,"obj","incongruent"
"969","v2p2","no","2","practice_6.png","1","2","258895.00","254064.29",4830,"correct","practice","2","Lew nie wygrał żadnych chorągiewek.",8.48260174664662,"obj","incongruent"
"970","v2p2","yes","4","1_filler-yes_Trgt-3_eat.png","79","4","1250070.00","1247556.86",2513,"correct","filler","2","Pies zjadł parę główek kapusty.",7.82923253754359,"obj","congruent"
"971","v2p2","yes","4","1_most-yes-stot_trgt6_eat.png","68","4","1119727.00","1117097.74",2629,"correct","most","2","Najwięcej ciastek zjadł lew.",7.87435882472988,"subj","congruent"
"972","v2p2","yes","4","10_filler-yes_Trgt-3_find.png","12","4","518372.00","516782.43",1589,"correct","filler","2","Pies znalazł trzy żarówki.",7.37086016653672,"obj","congruent"
"973","v2p2","yes","4","10_most-yes-sfot_trgt3_find.png","62","2","1070178.00","1062917.53",7260,"incorrect","only","2","Osioł znalazł nie tylko okulary.",8.89013510781884,"obj","congruent"
"974","v2p2","yes","4","11_filler-yes_Trgt-5_catch.png","85","4","1296139.00","1294670.80",1468,"correct","filler","2","Lew złapał dużo żabek.",7.29165620917446,"obj","congruent"
"975","v2p2","yes","4","11_most-yes-stot_trgt5_catch.png","7","4","477735.00","475118.19",2616,"correct","only","2","Biedronki złapał nie tylko królik.",7.86940171257709,"subj","congruent"
"976","v2p2","yes","4","12_filler-yes_Trgt-6_catch.png","92","4","1353034.00","1348734.34",4299,"correct","filler","2","Prosiaczek złapał sześć mrówek.",8.36613771649628,"obj","congruent"
"977","v2p2","yes","4","12_most-yes-sfot_trgt3_catch.png","29","4","662487.00","659224.19",3262,"correct","most","2","Najwięcej królik złapał balonów.",8.09009578318096,"obj","congruent"
"978","v2p2","yes","4","13_filler-yes_Trgt-5_bring.png","63","4","1080679.00","1078166.66",2512,"correct","filler","2","Lew przyniósł pięć długopisów.",7.82883452758809,"obj","congruent"
"979","v2p2","yes","4","13_most-yes-stot_trgt5_bring.png","91","4","1343590.00","1341301.43",2288,"correct","most","2","Najwięcej spinaczy przyniósł miś.",7.73543335249969,"subj","congruent"
"980","v2p2","yes","4","14_filler-yes_Trgt-3_bring.png","35","4","752551.00","747835.74",4715,"correct","filler","2","Prosiaczek przyniósł trzy młotki.",8.45850419506756,"obj","congruent"
"981","v2p2","yes","4","14_most-yes-sfot_trgt5_bring.png","19","4","575842.00","573795.82",2046,"correct","only","2","Miś przyniósł nie tylko kredki.",7.62364194651157,"obj","congruent"
"982","v2p2","yes","4","15_filler-yes_Trgt-6_paint.png","49","4","893100.00","890577.50",2522,"correct","filler","2","Królik namalował sześć kresek.",7.83280751652486,"obj","congruent"
"983","v2p2","yes","4","15_most-yes-stot_trgt6_paint.png","42","2","811957.00","809232.19",2724,"incorrect","only","2","Chmurki namalował nie tylko osioł.",7.9098566672694,"subj","congruent"
"984","v2p2","yes","4","16_filler-yes_Trgt-5_paint.png","10","4","505532.00","502516.59",3015,"correct","filler","2","Miś namalował pięć kwiatków.",8.01135510916129,"obj","congruent"
"985","v2p2","yes","4","16_most-yes-sfot_trgt5_paint.png","64","4","1089799.00","1086099.52",3699,"correct","most","2","Najwięcej pies namalował kółek.",8.21581779183245,"obj","congruent"
"986","v2p2","yes","4","17_filler-yes_Trgt-6_take.png","67","4","1112251.00","1109948.16",2302,"correct","filler","2","Pies zabrał sześć zapałek.",7.74153358928183,"obj","congruent"
"987","v2p2","yes","4","17_most-yes-stot_trgt3_take.png","33","4","732582.00","730603.42",1978,"correct","most","2","Najwięcej torebek zabrał lew.",7.58984151218266,"subj","congruent"
"988","v2p2","yes","4","18_filler-yes_Trgt-5_take.png","95","2","1375932.00","1373516.24",2415,"incorrect","filler","2","Osioł zabrał pięć piór.",7.78945456608667,"obj","congruent"
"989","v2p2","yes","4","18_most-yes-sfot_trgt3_take.png","11","4","511482.00","510682.79",799,"correct","only","2","Prosiaczek zabrał nie tylko zeszyty.",6.68336094576627,"obj","congruent"
"990","v2p2","yes","4","19_filler-yes_Trgt-4_win.png","39","4","785921.00","783867.01",2053,"correct","filler","2","Pies wygrał cztery kurczaczki.",7.62705741701893,"obj","congruent"
"991","v2p2","yes","4","19_most-yes-stot_trgt5_win.png","71","2","1145728.00","1144046.17",1681,"incorrect","only","2","Cukierki wygrał nie tylko lew.",7.42714413340862,"subj","congruent"
"992","v2p2","yes","4","2_filler-yes_Trgt-5_eat.png","17","4","561420.00","558213.38",3206,"correct","filler","2","Lew zjadł dużo jabłek.",8.0727793331695,"obj","congruent"
"993","v2p2","yes","4","2_most-yes-sfot_trgt5_eat.png","73","4","1162634.00","1159428.63",3205,"correct","only","2","Prosiaczek zjadł nie tylko ogórki.",8.07246736935477,"obj","congruent"
"994","v2p2","yes","4","20_filler-yes_Trgt-3_win.png","99","4","1418178.00","1415797.14",2380,"correct","filler","2","Lew wygrał trzy puchary.",7.77485576666552,"obj","congruent"
"995","v2p2","yes","4","20_most-yes-sfot_trgt6_win.png","20","4","586107.00","582878.62",3228,"correct","most","2","Najwięcej prosiaczek wygrał serduszek.",8.07961802938984,"obj","congruent"
"996","v2p2","yes","4","21_filler-yes_Trgt-4_throw away.png","25","4","628864.00","625459.49",3404,"correct","filler","2","Prosiaczek wyrzucił cztery poduszki.",8.13270648969326,"obj","congruent"
"997","v2p2","yes","4","21_most-yes-stot_trgt4_throw away.png","47","4","876027.00","872828.51",3198,"correct","most","2","Najwięcej skarpetek wyrzucił królik.",8.0702808933939,"subj","congruent"
"998","v2p2","yes","4","22_filler-yes_Trgt-4_throw away.png","21","4","593019.00","591044.81",1974,"correct","filler","2","Osioł wyrzucił cztery paski.",7.58781721999343,"obj","congruent"
"999","v2p2","yes","4","22_most-yes-sfot_trgt4_throw away.png","8","4","486022.00","483484.37",2537,"correct","only","2","Miś wyrzucił nie tylko klocki.",7.83873755959928,"obj","congruent"
"1000","v2p2","yes","4","23_filler-yes_Trgt-5_steal.png","93","4","1360354.00","1358333.79",2020,"correct","filler","2","Królik ukradł pięć kubków.",7.61085279039525,"obj","congruent"
"1001","v2p2","yes","4","23_most-yes-stot_trgt4_steal.png","94","4","1368238.00","1365833.35",2404,"correct","only","2","Banany ukradł nie tylko pies.",7.7848892956551,"subj","congruent"
"1002","v2p2","yes","4","24_filler-yes_Trgt-4_steal.png","36","4","760471.00","758168.47",2302,"correct","filler","2","Królik ukradł cztery fajki.",7.74153358928183,"obj","congruent"
"1003","v2p2","yes","4","24_most-yes-sfot_trgt4_steal.png","61","2","1056804.00","1053634.73",3169,"incorrect","most","2","Najwięcej osioł ukradł łyżek.",8.06117135969092,"obj","congruent"
"1004","v2p2","yes","4","3_filler-yes_Trgt-3_break.png","58","4","1029519.00","1027302.92",2216,"correct","filler","2","Prosiaczek popsuł parę pompek.",7.70345904786717,"obj","congruent"
"1005","v2p2","yes","4","3_most-yes-stot_trgt3_break.png","52","4","926587.00","920609.10",5977,"correct","only","2","Kalkulatory zepsuł nie tylko królik.",8.69567404882425,"subj","congruent"
"1006","v2p2","yes","4","4_filler-yes_Trgt-4_break.png","13","4","527600.00","524448.67",3151,"correct","filler","2","Osioł popsuł kilka suszarek.",8.05547514175727,"obj","congruent"
"1007","v2p2","yes","4","4_most-yes-sfot_trgt4_break.png","59","2","1038727.00","1035319.13",3407,"incorrect","most","2","Najwięcej miś popsuł kostek.",8.13358741766097,"obj","congruent"
"1008","v2p2","yes","4","5_filler-yes_Trgt-6_buy.png","53","4","934298.00","931825.10",2472,"correct","filler","2","Królik kupił dużo butelek.",7.81278281857758,"obj","congruent"
"1009","v2p2","yes","4","5_most-yes-stot_trgt3_buy.png","56","4","1014371.00","1012570.44",1800,"correct","most","2","Najwięcej papryk kupił pies.",7.49554194388426,"subj","congruent"
"1010","v2p2","yes","4","6_filler-yes_Trgt-4_buy.png","65","4","1097448.00","1094682.37",2765,"correct","filler","2","Królik kupił kilka hotdogów.",7.92479591395644,"obj","congruent"
"1011","v2p2","yes","4","6_most-yes-sfot_trgt4_buy.png","34","4","741939.00","737636.33",4302,"correct","only","2","Osioł kupił nie tylko ręczniki.",8.36683530982767,"obj","congruent"
"1012","v2p2","yes","4","7_filler-yes_Trgt-3_collect.png","101","4","1436389.00","1431979.52",4409,"correct","filler","2","Miś zebrał parę róż.",8.39140318535794,"obj","congruent"
"1013","v2p2","yes","4","7_most-yes-stot_trgt6_collect.png","43","4","827179.00","821114.85",6064,"correct","only","2","Truskawki zebrał nie tylko pies.",8.71012492732221,"subj","congruent"
"1014","v2p2","yes","4","8_filler-yes_Trgt-6_collect.png","72","4","1154052.00","1151779.07",2272,"correct","filler","2","Miś zebrał dużo znaczków.",7.72841577984104,"obj","congruent"
"1015","v2p2","yes","4","8_most-yes-sfot_trgt6_collect.png","27","4","646347.00","643158.45",3188,"correct","most","2","Najwięcej lew zebrał liści.",8.06714903991011,"obj","congruent"
"1016","v2p2","yes","4","9_filler-yes_Trgt-6_find.png","15","4","543379.00","540031.10",3347,"correct","filler","2","Osioł znalazł sześć zapalniczek.",8.11581970121133,"obj","congruent"
"1017","v2p2","yes","4","9_most-yes-stot_trgt6_find.png","55","4","1007042.00","1004454.25",2587,"correct","most","2","Najwięcej guzików znalazł prosiaczek.",7.85825418218603,"subj","congruent"
"1018","v2p2","yes","4","practice_1.png","3","4","278283.00","275613.06",2669,"correct","practice","2","Lew zjadł dużo kiełbasek.",7.88945914940452,"obj","congruent"
"1019","v2p2","yes","4","practice_2.png","2","4","269887.00","266596.92",3290,"correct","practice","2","Prosiaczek wypił mało herbaty.",8.09864284375942,"obj","congruent"
"1020","v2p2","yes","4","practice_3.png","6","4","312777.00","308577.81",4199,"correct","practice","2","Miś przyniósł dwa kasztany.",8.34260168068419,"obj","congruent"
"1021","v2p3","no","2","1_filler-no_Trgt-3_eat.png","44","2","1339901.00","1336480.99",3420,"correct","filler","2","Miś zjadł parę arbuzów.",8.13739583005665,"obj","incongruent"
"1022","v2p3","no","2","1_most-no-sfof_trgt6_eat.png","64","2","1553173.00","1547554.17",5618,"correct","most","2","Najwięcej rogalików zjadł pies.",8.63373100766419,"subj","incongruent"
"1023","v2p3","no","2","10_filler-no_Trgt-3_find.png","48","2","1377376.00","1375379.13",1996,"correct","filler","2","Miś znalazł cztery wieszaki.",7.59890045687141,"obj","incongruent"
"1024","v2p3","no","2","10_obj-nichtnur-no_trgt3_find.png","14","2","994535.00","989781.00",4753,"correct","only","2","Osioł znalazł nie tylko zegarki.",8.46653127661401,"obj","incongruent"
"1025","v2p3","no","2","11_filler-no_Trgt-5_catch.png","82","2","1752188.00","1749577.78",2610,"correct","filler","2","Pies złapał kilka żabek.",7.86710550031674,"obj","incongruent"
"1026","v2p3","no","2","11_subj-nichtnur-no_trgt5_catch.png","39","2","1287961.00","1283050.23",4910,"correct","only","2","Motyle złapał nie tylko pies.",8.49902922078857,"subj","incongruent"
"1027","v2p3","no","2","12_filler-no_Trgt-6_catch.png","96","2","1876626.00","1871655.25",4970,"correct","filler","2","Osioł złapał cztery pająki.",8.51117511909067,"obj","incongruent"
"1028","v2p3","no","2","12_most-no-sfof_trgt3_catch.png","60","2","1516105.00","1511855.88",4249,"correct","most","2","Najwięcej prosiaczek złapał piłek.",8.35443894011481,"obj","incongruent"
"1029","v2p3","no","2","13_filler-no_Trgt-5_bring.png","29","2","1140115.00","1137007.25",3107,"correct","filler","2","Pies przyniósł trzy linijki.",8.04141290939305,"obj","incongruent"
"1030","v2p3","no","2","13_most-no-sfof_trgt5_bring.png","31","2","1207822.00","1205187.30",2634,"correct","most","2","Najwięcej gwoździ przyniósł lew.",7.87625888230323,"subj","incongruent"
"1031","v2p3","no","2","14_filler-no_Trgt-3_bring.png","102","2","1933776.00","1929835.77",3940,"correct","filler","2","Lew przyniósł pięć siekierek.",8.27893600229198,"obj","incongruent"
"1032","v2p3","no","2","14_obj-nichtnur-no_trgt5_bring.png","47","2","1369696.00","1366729.54",2966,"correct","only","2","Miś przyniósł nie tylko ołówki.",7.99496952269788,"obj","incongruent"
"1033","v2p3","no","2","15_filler-no_Trgt-6_paint.png","21","2","1062952.00","1060360.93",2591,"correct","filler","2","Prosiaczek namalował pięć krzyżyków.",7.85979918056211,"obj","incongruent"
"1034","v2p3","no","2","15_subj-nichtnur-no_trgt6_paint.png","18","2","1036934.00","1032862.27",4071,"correct","only","2","Słonka namalował nie tylko prosiaczek.",8.31164394850298,"subj","incongruent"
"1035","v2p3","no","2","16_filler-no_Trgt-5_paint.png","8","2","914352.00","911268.12",3083,"correct","filler","2","Osioł namalował cztery drzewka.",8.03365842788615,"obj","incongruent"
"1036","v2p3","no","2","16_most-no-sfof_trgt5_paint.png","94","2","1855629.00","1852722.83",2906,"correct","most","2","Najwięcej miś namalował trójkątów.",7.97453284413023,"obj","incongruent"
"1037","v2p3","no","2","17_filler-no_Trgt-6_take.png","81","2","1744811.00","1742044.82",2766,"correct","filler","2","Królik zabrał cztery świeczki.",7.9251575122247,"obj","incongruent"
"1038","v2p3","no","2","17_most-no-sfof_trgt3_take.png","46","2","1360395.00","1358196.61",2198,"correct","most","2","Najwięcej pudełek zabrał pies.",7.69530313496357,"subj","incongruent"
"1039","v2p3","no","2","18_filler-no_Trgt-5_take.png","85","2","1778926.00","1775409.88",3516,"correct","filler","2","Królik zabrał sześć markerów.",8.16507925880507,"obj","incongruent"
"1040","v2p3","no","2","18_obj-nichtnur-no_trgt3_take.png","30","2","1150291.00","1146773.46",3517,"correct","only","2","Prosiaczek zabrał nie tylko książki.",8.16536363247398,"obj","incongruent"
"1041","v2p3","no","2","19_filler-no_Trgt-4_win.png","95","2","1864649.00","1862639.01",2009,"correct","filler","2","Miś wygrał trzy pisanki.",7.60539236481493,"obj","incongruent"
"1042","v2p3","no","2","19_subj-nichtnur-no_trgt5_win.png","80","2","1734275.00","1731678.64",2596,"correct","only","2","Lizaki wygrał nie tylko miś.",7.86172707782398,"subj","incongruent"
"1043","v2p3","no","2","2_filler-no_Trgt-5_eat.png","101","2","1923243.00","1919952.94",3290,"correct","filler","2","Miś zjadł kilka jabłek.",8.09864284375942,"obj","incongruent"
"1044","v2p3","no","2","2_obj-nichtnur-no_trgt5_eat.png","35","2","1242337.00","1240835.59",1501,"correct","only","2","Prosiaczek zjadł nie tylko ziemniaki.",7.31388683163346,"obj","incongruent"
"1045","v2p3","no","2","20_filler-no_Trgt-3_win.png","70","4","1607066.00","1605418.05",1647,"incorrect","filler","2","Miś wygrał sześć medali.",7.40671073017764,"obj","incongruent"
"1046","v2p3","no","2","20_most-no-sfof_trgt6_win.png","55","2","1470601.00","1467708.01",2892,"correct","most","2","Najwięcej lew wygrał gwiazdek.",7.96970358327866,"obj","incongruent"
"1047","v2p3","no","2","21_filler-no_Trgt-4_throw away.png","36","2","1254442.00","1249418.51",5023,"correct","filler","2","Osioł wyrzucił pięć smoczków.",8.52178264375005,"obj","incongruent"
"1048","v2p3","no","2","21_most-no-sfof_trgt4_throw away.png","26","2","1108461.00","1103825.51",4635,"correct","most","2","Najwięcej czapek wyrzucił prosiaczek.",8.44139147799996,"subj","incongruent"
"1049","v2p3","no","2","22_filler-no_Trgt-4_throw away.png","40","2","1299798.00","1298066.17",1731,"correct","filler","2","Pies wyrzucił sześć szminek.",7.45645455517621,"obj","incongruent"
